Track Name,Artist,Streams,Date,Region,Continent,Ranking
Shape of You,Ed Sheeran,1209,2017-12-18,ee,EU,51.0
Shape of You,Ed Sheeran,1218,2017-12-19,ee,EU,51.0
Shape of You,Ed Sheeran,1159,2017-12-20,ee,EU,51.0
Shape of You,Ed Sheeran,1301,2017-12-21,ee,EU,51.0
Shape of You,Ed Sheeran,1306,2017-12-22,ee,EU,51.0
Shape of You,Ed Sheeran,1083,2017-12-23,ee,EU,52.0
Shape of You,Ed Sheeran,1795,2017-12-31,ee,EU,53.0
Shape of You,Ed Sheeran,1275,2018-01-05,ee,EU,51.0
Shape of You,Ed Sheeran,1130,2018-01-08,ee,EU,52.0
Shape of You,Ed Sheeran,1202,2018-01-09,ee,EU,51.0
Shape of You,Ed Sheeran,32921,2017-01-06,tr,AS,28.0
Shape of You,Ed Sheeran,47416,2017-01-07,tr,AS,24.0
Shape of You,Ed Sheeran,61002,2017-01-08,tr,AS,22.0
Shape of You,Ed Sheeran,59644,2017-01-09,tr,AS,23.0
Shape of You,Ed Sheeran,59875,2017-01-10,tr,AS,23.0
Shape of You,Ed Sheeran,60060,2017-01-11,tr,AS,23.0
Shape of You,Ed Sheeran,60821,2017-01-12,tr,AS,23.0
Shape of You,Ed Sheeran,64885,2017-01-13,tr,AS,23.0
Shape of You,Ed Sheeran,61602,2017-01-14,tr,AS,24.0
Shape of You,Ed Sheeran,60525,2017-01-15,tr,AS,24.0
Shape of You,Ed Sheeran,61986,2017-01-16,tr,AS,24.0
Shape of You,Ed Sheeran,63266,2017-01-17,tr,AS,24.0
Shape of You,Ed Sheeran,61429,2017-01-18,tr,AS,25.0
Shape of You,Ed Sheeran,61415,2017-01-19,tr,AS,25.0
Shape of You,Ed Sheeran,63506,2017-01-20,tr,AS,25.0
Shape of You,Ed Sheeran,58953,2017-01-21,tr,AS,25.0
Shape of You,Ed Sheeran,59738,2017-01-22,tr,AS,24.0
Shape of You,Ed Sheeran,61048,2017-01-23,tr,AS,25.0
Shape of You,Ed Sheeran,61048,2017-01-24,tr,AS,25.0
Shape of You,Ed Sheeran,59210,2017-01-25,tr,AS,25.0
Shape of You,Ed Sheeran,59045,2017-01-26,tr,AS,25.0
Shape of You,Ed Sheeran,61523,2017-01-27,tr,AS,25.0
Shape of You,Ed Sheeran,56110,2017-01-28,tr,AS,24.0
Shape of You,Ed Sheeran,57419,2017-01-29,tr,AS,24.0
Shape of You,Ed Sheeran,61307,2017-01-30,tr,AS,24.0
Shape of You,Ed Sheeran,63388,2017-01-31,tr,AS,25.0
Shape of You,Ed Sheeran,64238,2017-02-01,tr,AS,25.0
Shape of You,Ed Sheeran,64251,2017-02-02,tr,AS,25.0
Shape of You,Ed Sheeran,65353,2017-02-03,tr,AS,25.0
Shape of You,Ed Sheeran,62672,2017-02-04,tr,AS,25.0
Shape of You,Ed Sheeran,62521,2017-02-05,tr,AS,24.0
Shape of You,Ed Sheeran,67696,2017-02-06,tr,AS,23.0
Shape of You,Ed Sheeran,68959,2017-02-07,tr,AS,23.0
Shape of You,Ed Sheeran,69752,2017-02-08,tr,AS,23.0
Shape of You,Ed Sheeran,71110,2017-02-09,tr,AS,23.0
Shape of You,Ed Sheeran,71996,2017-02-10,tr,AS,24.0
Shape of You,Ed Sheeran,70904,2017-02-11,tr,AS,23.0
Shape of You,Ed Sheeran,71142,2017-02-12,tr,AS,23.0
Shape of You,Ed Sheeran,70964,2017-02-13,tr,AS,23.0
Shape of You,Ed Sheeran,73699,2017-02-14,tr,AS,23.0
Shape of You,Ed Sheeran,71004,2017-02-15,tr,AS,23.0
Shape of You,Ed Sheeran,71925,2017-02-16,tr,AS,23.0
Shape of You,Ed Sheeran,74724,2017-02-17,tr,AS,23.0
Shape of You,Ed Sheeran,75746,2017-02-18,tr,AS,23.0
Shape of You,Ed Sheeran,77548,2017-02-19,tr,AS,23.0
Shape of You,Ed Sheeran,77169,2017-02-20,tr,AS,23.0
Shape of You,Ed Sheeran,81255,2017-02-21,tr,AS,22.0
Shape of You,Ed Sheeran,80292,2017-02-22,tr,AS,22.0
Shape of You,Ed Sheeran,84404,2017-02-23,tr,AS,20.0
Shape of You,Ed Sheeran,83350,2017-02-24,tr,AS,22.0
Shape of You,Ed Sheeran,82196,2017-02-25,tr,AS,22.0
Shape of You,Ed Sheeran,76959,2017-02-26,tr,AS,21.0
Shape of You,Ed Sheeran,78170,2017-02-27,tr,AS,23.0
Shape of You,Ed Sheeran,80089,2017-02-28,tr,AS,21.0
Shape of You,Ed Sheeran,83004,2017-03-01,tr,AS,21.0
Shape of You,Ed Sheeran,81725,2017-03-02,tr,AS,21.0
Shape of You,Ed Sheeran,92352,2017-03-03,tr,AS,23.0
Shape of You,Ed Sheeran,87233,2017-03-04,tr,AS,24.0
Shape of You,Ed Sheeran,86897,2017-03-05,tr,AS,22.0
Shape of You,Ed Sheeran,88530,2017-03-06,tr,AS,22.0
Shape of You,Ed Sheeran,89742,2017-03-07,tr,AS,23.0
Shape of You,Ed Sheeran,87211,2017-03-08,tr,AS,22.0
Shape of You,Ed Sheeran,86128,2017-03-09,tr,AS,22.0
Shape of You,Ed Sheeran,84438,2017-03-10,tr,AS,23.0
Shape of You,Ed Sheeran,82797,2017-03-11,tr,AS,23.0
Shape of You,Ed Sheeran,76737,2017-03-12,tr,AS,23.0
Shape of You,Ed Sheeran,81473,2017-03-13,tr,AS,22.0
Shape of You,Ed Sheeran,81125,2017-03-14,tr,AS,22.0
Shape of You,Ed Sheeran,83549,2017-03-15,tr,AS,21.0
Shape of You,Ed Sheeran,82198,2017-03-16,tr,AS,22.0
Shape of You,Ed Sheeran,80662,2017-03-17,tr,AS,23.0
Shape of You,Ed Sheeran,84588,2017-03-18,tr,AS,22.0
Shape of You,Ed Sheeran,77292,2017-03-19,tr,AS,21.0
Shape of You,Ed Sheeran,80614,2017-03-20,tr,AS,20.0
Shape of You,Ed Sheeran,81204,2017-03-21,tr,AS,20.0
Shape of You,Ed Sheeran,82859,2017-03-22,tr,AS,20.0
Shape of You,Ed Sheeran,82757,2017-03-23,tr,AS,20.0
Shape of You,Ed Sheeran,83057,2017-03-24,tr,AS,20.0
Shape of You,Ed Sheeran,84800,2017-03-25,tr,AS,20.0
Shape of You,Ed Sheeran,79405,2017-03-26,tr,AS,20.0
Shape of You,Ed Sheeran,81036,2017-03-27,tr,AS,20.0
Shape of You,Ed Sheeran,83652,2017-03-28,tr,AS,20.0
Shape of You,Ed Sheeran,86606,2017-03-29,tr,AS,20.0
Shape of You,Ed Sheeran,85698,2017-03-30,tr,AS,20.0
Shape of You,Ed Sheeran,83450,2017-03-31,tr,AS,20.0
Shape of You,Ed Sheeran,83904,2017-04-01,tr,AS,19.0
Shape of You,Ed Sheeran,76053,2017-04-02,tr,AS,20.0
Shape of You,Ed Sheeran,75963,2017-04-03,tr,AS,20.0
Shape of You,Ed Sheeran,74602,2017-04-04,tr,AS,20.0
Shape of You,Ed Sheeran,75843,2017-04-05,tr,AS,20.0
Shape of You,Ed Sheeran,75905,2017-04-06,tr,AS,20.0
Shape of You,Ed Sheeran,77236,2017-04-07,tr,AS,20.0
Shape of You,Ed Sheeran,76666,2017-04-08,tr,AS,20.0
Shape of You,Ed Sheeran,69992,2017-04-09,tr,AS,20.0
Shape of You,Ed Sheeran,71094,2017-04-10,tr,AS,20.0
Shape of You,Ed Sheeran,72322,2017-04-11,tr,AS,20.0
Shape of You,Ed Sheeran,72066,2017-04-12,tr,AS,20.0
Shape of You,Ed Sheeran,71120,2017-04-13,tr,AS,20.0
Shape of You,Ed Sheeran,75463,2017-04-14,tr,AS,20.0
Shape of You,Ed Sheeran,77815,2017-04-15,tr,AS,19.0
Shape of You,Ed Sheeran,64506,2017-04-16,tr,AS,20.0
Shape of You,Ed Sheeran,70461,2017-04-17,tr,AS,20.0
Shape of You,Ed Sheeran,65350,2017-04-18,tr,AS,20.0
Shape of You,Ed Sheeran,69366,2017-04-19,tr,AS,20.0
Shape of You,Ed Sheeran,66298,2017-04-20,tr,AS,20.0
Shape of You,Ed Sheeran,68427,2017-04-21,tr,AS,20.0
Shape of You,Ed Sheeran,70333,2017-04-22,tr,AS,20.0
Shape of You,Ed Sheeran,60972,2017-04-23,tr,AS,20.0
Shape of You,Ed Sheeran,64433,2017-04-24,tr,AS,20.0
Shape of You,Ed Sheeran,68682,2017-04-25,tr,AS,20.0
Shape of You,Ed Sheeran,72482,2017-04-26,tr,AS,20.0
Shape of You,Ed Sheeran,69422,2017-04-27,tr,AS,20.0
Shape of You,Ed Sheeran,70611,2017-04-28,tr,AS,20.0
Shape of You,Ed Sheeran,71894,2017-04-29,tr,AS,20.0
Shape of You,Ed Sheeran,65178,2017-04-30,tr,AS,20.0
Shape of You,Ed Sheeran,63157,2017-05-01,tr,AS,20.0
Shape of You,Ed Sheeran,62468,2017-05-02,tr,AS,20.0
Shape of You,Ed Sheeran,64703,2017-05-03,tr,AS,20.0
Shape of You,Ed Sheeran,63164,2017-05-04,tr,AS,20.0
Shape of You,Ed Sheeran,64813,2017-05-05,tr,AS,20.0
Shape of You,Ed Sheeran,67960,2017-05-06,tr,AS,20.0
Shape of You,Ed Sheeran,64123,2017-05-07,tr,AS,20.0
Shape of You,Ed Sheeran,62259,2017-05-08,tr,AS,20.0
Shape of You,Ed Sheeran,63719,2017-05-09,tr,AS,20.0
Shape of You,Ed Sheeran,63573,2017-05-10,tr,AS,20.0
Shape of You,Ed Sheeran,65188,2017-05-11,tr,AS,20.0
Shape of You,Ed Sheeran,66776,2017-05-12,tr,AS,20.0
Shape of You,Ed Sheeran,70229,2017-05-13,tr,AS,20.0
Shape of You,Ed Sheeran,61231,2017-05-14,tr,AS,20.0
Shape of You,Ed Sheeran,58997,2017-05-15,tr,AS,21.0
Shape of You,Ed Sheeran,60680,2017-05-16,tr,AS,21.0
Shape of You,Ed Sheeran,59163,2017-05-17,tr,AS,20.0
Shape of You,Ed Sheeran,62445,2017-05-18,tr,AS,20.0
Shape of You,Ed Sheeran,60557,2017-05-19,tr,AS,21.0
Shape of You,Ed Sheeran,59654,2017-05-20,tr,AS,21.0
Shape of You,Ed Sheeran,52268,2017-05-21,tr,AS,21.0
Shape of You,Ed Sheeran,52181,2017-05-22,tr,AS,21.0
Shape of You,Ed Sheeran,56296,2017-05-23,tr,AS,21.0
Shape of You,Ed Sheeran,55207,2017-05-24,tr,AS,21.0
Shape of You,Ed Sheeran,55809,2017-05-25,tr,AS,21.0
Shape of You,Ed Sheeran,56465,2017-05-26,tr,AS,21.0
Shape of You,Ed Sheeran,56237,2017-05-27,tr,AS,21.0
Shape of You,Ed Sheeran,51211,2017-05-28,tr,AS,20.0
Shape of You,Ed Sheeran,52207,2017-05-29,tr,AS,21.0
Shape of You,Ed Sheeran,54777,2017-06-01,tr,AS,21.0
Shape of You,Ed Sheeran,54392,2017-06-03,tr,AS,21.0
Shape of You,Ed Sheeran,49790,2017-06-04,tr,AS,20.0
Shape of You,Ed Sheeran,52419,2017-06-05,tr,AS,19.0
Shape of You,Ed Sheeran,53827,2017-06-06,tr,AS,19.0
Shape of You,Ed Sheeran,55288,2017-06-07,tr,AS,19.0
Shape of You,Ed Sheeran,53583,2017-06-08,tr,AS,20.0
Shape of You,Ed Sheeran,50579,2017-06-09,tr,AS,21.0
Shape of You,Ed Sheeran,51408,2017-06-10,tr,AS,21.0
Shape of You,Ed Sheeran,49767,2017-06-11,tr,AS,20.0
Shape of You,Ed Sheeran,52230,2017-06-12,tr,AS,19.0
Shape of You,Ed Sheeran,52522,2017-06-13,tr,AS,20.0
Shape of You,Ed Sheeran,52443,2017-06-14,tr,AS,20.0
Shape of You,Ed Sheeran,51105,2017-06-15,tr,AS,21.0
Shape of You,Ed Sheeran,51987,2017-06-16,tr,AS,21.0
Shape of You,Ed Sheeran,50251,2017-06-17,tr,AS,21.0
Shape of You,Ed Sheeran,45733,2017-06-18,tr,AS,21.0
Shape of You,Ed Sheeran,48956,2017-06-19,tr,AS,20.0
Shape of You,Ed Sheeran,50686,2017-06-20,tr,AS,19.0
Shape of You,Ed Sheeran,47445,2017-06-21,tr,AS,21.0
Shape of You,Ed Sheeran,51916,2017-06-22,tr,AS,19.0
Shape of You,Ed Sheeran,54637,2017-06-23,tr,AS,18.0
Shape of You,Ed Sheeran,50791,2017-06-24,tr,AS,19.0
Shape of You,Ed Sheeran,41376,2017-06-25,tr,AS,20.0
Shape of You,Ed Sheeran,43533,2017-06-26,tr,AS,21.0
Shape of You,Ed Sheeran,44608,2017-06-27,tr,AS,20.0
Shape of You,Ed Sheeran,47114,2017-06-28,tr,AS,18.0
Shape of You,Ed Sheeran,46121,2017-06-29,tr,AS,19.0
Shape of You,Ed Sheeran,46305,2017-06-30,tr,AS,19.0
Shape of You,Ed Sheeran,46538,2017-07-01,tr,AS,20.0
Shape of You,Ed Sheeran,44806,2017-07-02,tr,AS,19.0
Shape of You,Ed Sheeran,48564,2017-07-03,tr,AS,19.0
Shape of You,Ed Sheeran,48344,2017-07-04,tr,AS,19.0
Shape of You,Ed Sheeran,48815,2017-07-05,tr,AS,19.0
Shape of You,Ed Sheeran,47629,2017-07-06,tr,AS,20.0
Shape of You,Ed Sheeran,50351,2017-07-07,tr,AS,19.0
Shape of You,Ed Sheeran,51252,2017-07-08,tr,AS,19.0
Shape of You,Ed Sheeran,48159,2017-07-09,tr,AS,19.0
Shape of You,Ed Sheeran,51904,2017-07-10,tr,AS,19.0
Shape of You,Ed Sheeran,52165,2017-07-11,tr,AS,19.0
Shape of You,Ed Sheeran,50828,2017-07-12,tr,AS,19.0
Shape of You,Ed Sheeran,50676,2017-07-13,tr,AS,19.0
Shape of You,Ed Sheeran,49858,2017-07-14,tr,AS,19.0
Shape of You,Ed Sheeran,49433,2017-07-15,tr,AS,19.0
Shape of You,Ed Sheeran,46145,2017-07-16,tr,AS,18.0
Shape of You,Ed Sheeran,47580,2017-07-17,tr,AS,19.0
Shape of You,Ed Sheeran,46465,2017-07-18,tr,AS,20.0
Shape of You,Ed Sheeran,49900,2017-07-19,tr,AS,19.0
Shape of You,Ed Sheeran,47772,2017-07-20,tr,AS,19.0
Shape of You,Ed Sheeran,48255,2017-07-21,tr,AS,20.0
Shape of You,Ed Sheeran,47882,2017-07-22,tr,AS,19.0
Shape of You,Ed Sheeran,45964,2017-07-23,tr,AS,18.0
Shape of You,Ed Sheeran,48686,2017-07-24,tr,AS,19.0
Shape of You,Ed Sheeran,48276,2017-07-25,tr,AS,20.0
Shape of You,Ed Sheeran,47968,2017-07-26,tr,AS,20.0
Shape of You,Ed Sheeran,45202,2017-07-27,tr,AS,20.0
Shape of You,Ed Sheeran,47608,2017-07-28,tr,AS,19.0
Shape of You,Ed Sheeran,48070,2017-07-29,tr,AS,18.0
Shape of You,Ed Sheeran,45612,2017-07-30,tr,AS,17.0
Shape of You,Ed Sheeran,50652,2017-07-31,tr,AS,17.0
Shape of You,Ed Sheeran,51011,2017-08-01,tr,AS,17.0
Shape of You,Ed Sheeran,50872,2017-08-02,tr,AS,17.0
Shape of You,Ed Sheeran,48583,2017-08-03,tr,AS,17.0
Shape of You,Ed Sheeran,48837,2017-08-04,tr,AS,18.0
Shape of You,Ed Sheeran,47384,2017-08-05,tr,AS,18.0
Shape of You,Ed Sheeran,44563,2017-08-06,tr,AS,17.0
Shape of You,Ed Sheeran,46739,2017-08-07,tr,AS,18.0
Shape of You,Ed Sheeran,45366,2017-08-08,tr,AS,18.0
Shape of You,Ed Sheeran,46036,2017-08-09,tr,AS,18.0
Shape of You,Ed Sheeran,46571,2017-08-10,tr,AS,17.0
Shape of You,Ed Sheeran,46722,2017-08-11,tr,AS,18.0
Shape of You,Ed Sheeran,44366,2017-08-12,tr,AS,18.0
Shape of You,Ed Sheeran,41410,2017-08-13,tr,AS,18.0
Shape of You,Ed Sheeran,42976,2017-08-14,tr,AS,19.0
Shape of You,Ed Sheeran,42953,2017-08-15,tr,AS,18.0
Shape of You,Ed Sheeran,42715,2017-08-16,tr,AS,18.0
Shape of You,Ed Sheeran,41799,2017-08-17,tr,AS,18.0
Shape of You,Ed Sheeran,43651,2017-08-18,tr,AS,19.0
Shape of You,Ed Sheeran,41860,2017-08-19,tr,AS,20.0
Shape of You,Ed Sheeran,39539,2017-08-20,tr,AS,18.0
Shape of You,Ed Sheeran,41679,2017-08-21,tr,AS,18.0
Shape of You,Ed Sheeran,40641,2017-08-22,tr,AS,19.0
Shape of You,Ed Sheeran,42531,2017-08-23,tr,AS,19.0
Shape of You,Ed Sheeran,40627,2017-08-24,tr,AS,19.0
Shape of You,Ed Sheeran,41878,2017-08-25,tr,AS,19.0
Shape of You,Ed Sheeran,41338,2017-08-26,tr,AS,19.0
Shape of You,Ed Sheeran,38878,2017-08-27,tr,AS,18.0
Shape of You,Ed Sheeran,39072,2017-08-28,tr,AS,19.0
Shape of You,Ed Sheeran,40059,2017-08-29,tr,AS,19.0
Shape of You,Ed Sheeran,39517,2017-08-30,tr,AS,19.0
Shape of You,Ed Sheeran,36517,2017-08-31,tr,AS,20.0
Shape of You,Ed Sheeran,30548,2017-09-01,tr,AS,22.0
Shape of You,Ed Sheeran,33891,2017-09-02,tr,AS,21.0
Shape of You,Ed Sheeran,36872,2017-09-03,tr,AS,18.0
Shape of You,Ed Sheeran,37073,2017-09-04,tr,AS,19.0
Shape of You,Ed Sheeran,37670,2017-09-05,tr,AS,18.0
Shape of You,Ed Sheeran,38898,2017-09-06,tr,AS,18.0
Shape of You,Ed Sheeran,38285,2017-09-07,tr,AS,18.0
Shape of You,Ed Sheeran,38785,2017-09-08,tr,AS,19.0
Shape of You,Ed Sheeran,38441,2017-09-09,tr,AS,19.0
Shape of You,Ed Sheeran,33601,2017-09-10,tr,AS,18.0
Shape of You,Ed Sheeran,37099,2017-09-11,tr,AS,18.0
Shape of You,Ed Sheeran,37210,2017-09-12,tr,AS,18.0
Shape of You,Ed Sheeran,35882,2017-09-13,tr,AS,18.0
Shape of You,Ed Sheeran,37349,2017-09-14,tr,AS,18.0
Shape of You,Ed Sheeran,38107,2017-09-15,tr,AS,19.0
Shape of You,Ed Sheeran,37229,2017-09-16,tr,AS,19.0
Shape of You,Ed Sheeran,33141,2017-09-17,tr,AS,18.0
Shape of You,Ed Sheeran,32902,2017-09-18,tr,AS,20.0
Shape of You,Ed Sheeran,34174,2017-09-19,tr,AS,20.0
Shape of You,Ed Sheeran,34631,2017-09-20,tr,AS,19.0
Shape of You,Ed Sheeran,34480,2017-09-21,tr,AS,19.0
Shape of You,Ed Sheeran,35150,2017-09-22,tr,AS,19.0
Shape of You,Ed Sheeran,35083,2017-09-23,tr,AS,19.0
Shape of You,Ed Sheeran,32510,2017-09-24,tr,AS,19.0
Shape of You,Ed Sheeran,32213,2017-09-25,tr,AS,20.0
Shape of You,Ed Sheeran,32503,2017-09-26,tr,AS,20.0
Shape of You,Ed Sheeran,32620,2017-09-27,tr,AS,20.0
Shape of You,Ed Sheeran,33263,2017-09-28,tr,AS,20.0
Shape of You,Ed Sheeran,32564,2017-09-29,tr,AS,20.0
Shape of You,Ed Sheeran,32385,2017-09-30,tr,AS,20.0
Shape of You,Ed Sheeran,29430,2017-10-01,tr,AS,20.0
Shape of You,Ed Sheeran,31253,2017-10-02,tr,AS,20.0
Shape of You,Ed Sheeran,31959,2017-10-03,tr,AS,20.0
Shape of You,Ed Sheeran,30859,2017-10-04,tr,AS,20.0
Shape of You,Ed Sheeran,31522,2017-10-05,tr,AS,19.0
Shape of You,Ed Sheeran,31868,2017-10-06,tr,AS,19.0
Shape of You,Ed Sheeran,32234,2017-10-07,tr,AS,20.0
Shape of You,Ed Sheeran,29005,2017-10-08,tr,AS,19.0
Shape of You,Ed Sheeran,30171,2017-10-09,tr,AS,20.0
Shape of You,Ed Sheeran,31065,2017-10-10,tr,AS,19.0
Shape of You,Ed Sheeran,29809,2017-10-11,tr,AS,19.0
Shape of You,Ed Sheeran,31230,2017-10-12,tr,AS,20.0
Shape of You,Ed Sheeran,30735,2017-10-13,tr,AS,21.0
Shape of You,Ed Sheeran,31739,2017-10-14,tr,AS,20.0
Shape of You,Ed Sheeran,29546,2017-10-15,tr,AS,19.0
Shape of You,Ed Sheeran,30151,2017-10-16,tr,AS,20.0
Shape of You,Ed Sheeran,30234,2017-10-17,tr,AS,20.0
Shape of You,Ed Sheeran,30140,2017-10-18,tr,AS,20.0
Shape of You,Ed Sheeran,30839,2017-10-19,tr,AS,20.0
Shape of You,Ed Sheeran,30666,2017-10-20,tr,AS,20.0
Shape of You,Ed Sheeran,31429,2017-10-21,tr,AS,20.0
Shape of You,Ed Sheeran,28416,2017-10-22,tr,AS,19.0
Shape of You,Ed Sheeran,29121,2017-10-23,tr,AS,20.0
Shape of You,Ed Sheeran,29526,2017-10-24,tr,AS,20.0
Shape of You,Ed Sheeran,28082,2017-10-25,tr,AS,20.0
Shape of You,Ed Sheeran,29643,2017-10-26,tr,AS,20.0
Shape of You,Ed Sheeran,29718,2017-10-27,tr,AS,20.0
Shape of You,Ed Sheeran,29947,2017-10-28,tr,AS,19.0
Shape of You,Ed Sheeran,26705,2017-10-29,tr,AS,19.0
Shape of You,Ed Sheeran,27957,2017-10-30,tr,AS,20.0
Shape of You,Ed Sheeran,29156,2017-10-31,tr,AS,19.0
Shape of You,Ed Sheeran,27690,2017-11-01,tr,AS,19.0
Shape of You,Ed Sheeran,28598,2017-11-02,tr,AS,19.0
Shape of You,Ed Sheeran,29440,2017-11-03,tr,AS,19.0
Shape of You,Ed Sheeran,29026,2017-11-04,tr,AS,19.0
Shape of You,Ed Sheeran,25640,2017-11-05,tr,AS,20.0
Shape of You,Ed Sheeran,26505,2017-11-06,tr,AS,20.0
Shape of You,Ed Sheeran,27303,2017-11-07,tr,AS,20.0
Shape of You,Ed Sheeran,26897,2017-11-08,tr,AS,20.0
Shape of You,Ed Sheeran,27244,2017-11-09,tr,AS,20.0
Shape of You,Ed Sheeran,27334,2017-11-10,tr,AS,21.0
Shape of You,Ed Sheeran,29031,2017-11-11,tr,AS,19.0
Shape of You,Ed Sheeran,25981,2017-11-12,tr,AS,20.0
Shape of You,Ed Sheeran,25467,2017-11-13,tr,AS,21.0
Shape of You,Ed Sheeran,26956,2017-11-14,tr,AS,20.0
Shape of You,Ed Sheeran,27345,2017-11-15,tr,AS,19.0
Shape of You,Ed Sheeran,28030,2017-11-16,tr,AS,18.0
Shape of You,Ed Sheeran,27755,2017-11-17,tr,AS,21.0
Shape of You,Ed Sheeran,28277,2017-11-18,tr,AS,21.0
Shape of You,Ed Sheeran,25557,2017-11-19,tr,AS,19.0
Shape of You,Ed Sheeran,25576,2017-11-20,tr,AS,19.0
Shape of You,Ed Sheeran,26094,2017-11-21,tr,AS,19.0
Shape of You,Ed Sheeran,25920,2017-11-22,tr,AS,19.0
Shape of You,Ed Sheeran,27175,2017-11-23,tr,AS,19.0
Shape of You,Ed Sheeran,27950,2017-11-24,tr,AS,20.0
Shape of You,Ed Sheeran,28193,2017-11-25,tr,AS,20.0
Shape of You,Ed Sheeran,26422,2017-11-26,tr,AS,18.0
Shape of You,Ed Sheeran,26245,2017-11-27,tr,AS,19.0
Shape of You,Ed Sheeran,26733,2017-11-28,tr,AS,19.0
Shape of You,Ed Sheeran,26277,2017-11-29,tr,AS,19.0
Shape of You,Ed Sheeran,28700,2017-11-30,tr,AS,19.0
Shape of You,Ed Sheeran,29281,2017-12-01,tr,AS,17.0
Shape of You,Ed Sheeran,29166,2017-12-02,tr,AS,19.0
Shape of You,Ed Sheeran,29804,2017-12-03,tr,AS,18.0
Shape of You,Ed Sheeran,28899,2017-12-04,tr,AS,18.0
Shape of You,Ed Sheeran,31666,2017-12-05,tr,AS,18.0
Shape of You,Ed Sheeran,32097,2017-12-06,tr,AS,18.0
Shape of You,Ed Sheeran,35485,2017-12-07,tr,AS,18.0
Shape of You,Ed Sheeran,35235,2017-12-08,tr,AS,18.0
Shape of You,Ed Sheeran,34960,2017-12-09,tr,AS,19.0
Shape of You,Ed Sheeran,31684,2017-12-10,tr,AS,18.0
Shape of You,Ed Sheeran,33515,2017-12-11,tr,AS,18.0
Shape of You,Ed Sheeran,33997,2017-12-12,tr,AS,18.0
Shape of You,Ed Sheeran,33010,2017-12-13,tr,AS,18.0
Shape of You,Ed Sheeran,34115,2017-12-14,tr,AS,18.0
Shape of You,Ed Sheeran,33454,2017-12-15,tr,AS,18.0
Shape of You,Ed Sheeran,33339,2017-12-16,tr,AS,18.0
Shape of You,Ed Sheeran,30082,2017-12-17,tr,AS,17.0
Shape of You,Ed Sheeran,31132,2017-12-18,tr,AS,18.0
Shape of You,Ed Sheeran,31796,2017-12-19,tr,AS,18.0
Shape of You,Ed Sheeran,31418,2017-12-20,tr,AS,18.0
Shape of You,Ed Sheeran,31831,2017-12-21,tr,AS,18.0
Shape of You,Ed Sheeran,29692,2017-12-22,tr,AS,19.0
Shape of You,Ed Sheeran,30415,2017-12-23,tr,AS,19.0
Shape of You,Ed Sheeran,28835,2017-12-24,tr,AS,17.0
Shape of You,Ed Sheeran,29133,2017-12-25,tr,AS,17.0
Shape of You,Ed Sheeran,28957,2017-12-26,tr,AS,18.0
Shape of You,Ed Sheeran,29760,2017-12-27,tr,AS,21.0
Shape of You,Ed Sheeran,30751,2017-12-28,tr,AS,21.0
Shape of You,Ed Sheeran,32087,2017-12-29,tr,AS,20.0
Shape of You,Ed Sheeran,32606,2017-12-30,tr,AS,20.0
Shape of You,Ed Sheeran,36238,2017-12-31,tr,AS,22.0
Shape of You,Ed Sheeran,29082,2018-01-01,tr,AS,19.0
Shape of You,Ed Sheeran,31765,2018-01-02,tr,AS,20.0
Shape of You,Ed Sheeran,31550,2018-01-03,tr,AS,20.0
Shape of You,Ed Sheeran,30998,2018-01-04,tr,AS,18.0
Shape of You,Ed Sheeran,30454,2018-01-05,tr,AS,19.0
Shape of You,Ed Sheeran,31016,2018-01-06,tr,AS,20.0
Shape of You,Ed Sheeran,28623,2018-01-07,tr,AS,19.0
Shape of You,Ed Sheeran,28236,2018-01-08,tr,AS,21.0
Shape of You,Ed Sheeran,29192,2018-01-09,tr,AS,19.0
Shape of You,Ed Sheeran,1517787,2017-01-06,us,NA,2.0
Shape of You,Ed Sheeran,1437473,2017-01-07,us,NA,2.0
Shape of You,Ed Sheeran,1346146,2017-01-08,us,NA,2.0
Shape of You,Ed Sheeran,1532772,2017-01-09,us,NA,2.0
Shape of You,Ed Sheeran,1512685,2017-01-10,us,NA,2.0
Shape of You,Ed Sheeran,1533332,2017-01-11,us,NA,2.0
Shape of You,Ed Sheeran,1461471,2017-01-12,us,NA,2.0
Shape of You,Ed Sheeran,1468980,2017-01-13,us,NA,2.0
Shape of You,Ed Sheeran,1333230,2017-01-14,us,NA,2.0
Shape of You,Ed Sheeran,1242233,2017-01-15,us,NA,2.0
Shape of You,Ed Sheeran,1350645,2017-01-16,us,NA,2.0
Shape of You,Ed Sheeran,1423323,2017-01-17,us,NA,2.0
Shape of You,Ed Sheeran,1425703,2017-01-18,us,NA,2.0
Shape of You,Ed Sheeran,1425259,2017-01-19,us,NA,2.0
Shape of You,Ed Sheeran,1397552,2017-01-20,us,NA,2.0
Shape of You,Ed Sheeran,1305625,2017-01-21,us,NA,2.0
Shape of You,Ed Sheeran,1232564,2017-01-22,us,NA,2.0
Shape of You,Ed Sheeran,1368068,2017-01-23,us,NA,2.0
Shape of You,Ed Sheeran,1424974,2017-01-24,us,NA,2.0
Shape of You,Ed Sheeran,1443631,2017-01-25,us,NA,2.0
Shape of You,Ed Sheeran,1478465,2017-01-26,us,NA,2.0
Shape of You,Ed Sheeran,1487316,2017-01-27,us,NA,2.0
Shape of You,Ed Sheeran,1359402,2017-01-28,us,NA,2.0
