Track Name,Artist,Streams,Date,Region,Continent,Ranking
Shape of You,Ed Sheeran,7099,2017-01-06,ec,SA,40.0
Shape of You,Ed Sheeran,9695,2017-01-07,ec,SA,38.0
Shape of You,Ed Sheeran,10382,2017-01-08,ec,SA,39.0
Shape of You,Ed Sheeran,12200,2017-01-09,ec,SA,38.0
Shape of You,Ed Sheeran,12360,2017-01-10,ec,SA,38.0
Shape of You,Ed Sheeran,13070,2017-01-11,ec,SA,38.0
Shape of You,Ed Sheeran,13185,2017-01-12,ec,SA,38.0
Shape of You,Ed Sheeran,12781,2017-01-13,ec,SA,38.0
Shape of You,Ed Sheeran,13750,2017-01-14,ec,SA,38.0
Shape of You,Ed Sheeran,12633,2017-01-15,ec,SA,38.0
Shape of You,Ed Sheeran,14311,2017-01-16,ec,SA,38.0
Shape of You,Ed Sheeran,14960,2017-01-17,ec,SA,38.0
Shape of You,Ed Sheeran,15054,2017-01-18,ec,SA,38.0
Shape of You,Ed Sheeran,15665,2017-01-19,ec,SA,38.0
Shape of You,Ed Sheeran,15521,2017-01-20,ec,SA,38.0
Shape of You,Ed Sheeran,15045,2017-01-21,ec,SA,38.0
Shape of You,Ed Sheeran,14871,2017-01-22,ec,SA,38.0
Shape of You,Ed Sheeran,15598,2017-01-23,ec,SA,38.0
Shape of You,Ed Sheeran,17622,2017-01-24,ec,SA,37.0
Shape of You,Ed Sheeran,17776,2017-01-25,ec,SA,37.0
Shape of You,Ed Sheeran,17835,2017-01-26,ec,SA,37.0
Shape of You,Ed Sheeran,17657,2017-01-27,ec,SA,38.0
Shape of You,Ed Sheeran,17697,2017-01-28,ec,SA,36.0
Shape of You,Ed Sheeran,15943,2017-01-29,ec,SA,37.0
Shape of You,Ed Sheeran,16335,2017-01-30,ec,SA,37.0
Shape of You,Ed Sheeran,18227,2017-01-31,ec,SA,37.0
Shape of You,Ed Sheeran,19047,2017-02-01,ec,SA,36.0
Shape of You,Ed Sheeran,20378,2017-02-02,ec,SA,36.0
Shape of You,Ed Sheeran,20700,2017-02-03,ec,SA,36.0
Shape of You,Ed Sheeran,20651,2017-02-04,ec,SA,35.0
Shape of You,Ed Sheeran,18696,2017-02-05,ec,SA,36.0
Shape of You,Ed Sheeran,19508,2017-02-06,ec,SA,36.0
Shape of You,Ed Sheeran,21404,2017-02-07,ec,SA,35.0
Shape of You,Ed Sheeran,21691,2017-02-08,ec,SA,35.0
Shape of You,Ed Sheeran,22508,2017-02-09,ec,SA,35.0
Shape of You,Ed Sheeran,22840,2017-02-10,ec,SA,35.0
Shape of You,Ed Sheeran,22279,2017-02-11,ec,SA,35.0
Shape of You,Ed Sheeran,19924,2017-02-12,ec,SA,36.0
Shape of You,Ed Sheeran,21588,2017-02-13,ec,SA,35.0
Shape of You,Ed Sheeran,22395,2017-02-14,ec,SA,35.0
Shape of You,Ed Sheeran,22316,2017-02-15,ec,SA,35.0
Shape of You,Ed Sheeran,23101,2017-02-16,ec,SA,35.0
Shape of You,Ed Sheeran,23600,2017-02-17,ec,SA,35.0
Shape of You,Ed Sheeran,24669,2017-02-18,ec,SA,35.0
Shape of You,Ed Sheeran,20418,2017-02-19,ec,SA,35.0
Shape of You,Ed Sheeran,19496,2017-02-20,ec,SA,37.0
Shape of You,Ed Sheeran,21829,2017-02-21,ec,SA,35.0
Shape of You,Ed Sheeran,22496,2017-02-22,ec,SA,35.0
Shape of You,Ed Sheeran,23560,2017-02-23,ec,SA,34.0
Shape of You,Ed Sheeran,23915,2017-02-24,ec,SA,35.0
Shape of You,Ed Sheeran,23474,2017-02-25,ec,SA,35.0
Shape of You,Ed Sheeran,18782,2017-02-26,ec,SA,37.0
Shape of You,Ed Sheeran,18046,2017-02-27,ec,SA,38.0
Shape of You,Ed Sheeran,19763,2017-02-28,ec,SA,37.0
Shape of You,Ed Sheeran,21548,2017-03-01,ec,SA,36.0
Shape of You,Ed Sheeran,22654,2017-03-02,ec,SA,35.0
Shape of You,Ed Sheeran,25062,2017-03-03,ec,SA,37.0
Shape of You,Ed Sheeran,25339,2017-03-04,ec,SA,36.0
Shape of You,Ed Sheeran,23409,2017-03-05,ec,SA,37.0
Shape of You,Ed Sheeran,24437,2017-03-06,ec,SA,36.0
Shape of You,Ed Sheeran,25231,2017-03-07,ec,SA,36.0
Shape of You,Ed Sheeran,25186,2017-03-08,ec,SA,35.0
Shape of You,Ed Sheeran,25226,2017-03-09,ec,SA,37.0
Shape of You,Ed Sheeran,25889,2017-03-10,ec,SA,35.0
Shape of You,Ed Sheeran,25810,2017-03-11,ec,SA,35.0
Shape of You,Ed Sheeran,23341,2017-03-12,ec,SA,36.0
Shape of You,Ed Sheeran,24038,2017-03-13,ec,SA,36.0
Shape of You,Ed Sheeran,24385,2017-03-14,ec,SA,35.0
Shape of You,Ed Sheeran,24052,2017-03-15,ec,SA,35.0
Shape of You,Ed Sheeran,24762,2017-03-16,ec,SA,35.0
Shape of You,Ed Sheeran,24799,2017-03-17,ec,SA,35.0
Shape of You,Ed Sheeran,24795,2017-03-18,ec,SA,35.0
Shape of You,Ed Sheeran,22077,2017-03-19,ec,SA,35.0
Shape of You,Ed Sheeran,22965,2017-03-20,ec,SA,35.0
Shape of You,Ed Sheeran,23742,2017-03-21,ec,SA,35.0
Shape of You,Ed Sheeran,23836,2017-03-22,ec,SA,35.0
Shape of You,Ed Sheeran,23936,2017-03-23,ec,SA,35.0
Shape of You,Ed Sheeran,23127,2017-03-24,ec,SA,35.0
Shape of You,Ed Sheeran,24412,2017-03-25,ec,SA,35.0
Shape of You,Ed Sheeran,20270,2017-03-26,ec,SA,35.0
Shape of You,Ed Sheeran,21626,2017-03-27,ec,SA,35.0
Shape of You,Ed Sheeran,21741,2017-03-28,ec,SA,35.0
Shape of You,Ed Sheeran,21974,2017-03-29,ec,SA,35.0
Shape of You,Ed Sheeran,21821,2017-03-30,ec,SA,35.0
Shape of You,Ed Sheeran,21841,2017-03-31,ec,SA,35.0
Shape of You,Ed Sheeran,22618,2017-04-01,ec,SA,35.0
Shape of You,Ed Sheeran,19759,2017-04-02,ec,SA,35.0
Shape of You,Ed Sheeran,18514,2017-04-03,ec,SA,36.0
Shape of You,Ed Sheeran,20881,2017-04-04,ec,SA,35.0
Shape of You,Ed Sheeran,20942,2017-04-05,ec,SA,35.0
Shape of You,Ed Sheeran,20841,2017-04-06,ec,SA,35.0
Shape of You,Ed Sheeran,21002,2017-04-07,ec,SA,35.0
Shape of You,Ed Sheeran,21278,2017-04-08,ec,SA,35.0
Shape of You,Ed Sheeran,19530,2017-04-09,ec,SA,35.0
Shape of You,Ed Sheeran,19896,2017-04-10,ec,SA,35.0
Shape of You,Ed Sheeran,20070,2017-04-11,ec,SA,35.0
Shape of You,Ed Sheeran,20064,2017-04-12,ec,SA,35.0
Shape of You,Ed Sheeran,21983,2017-04-13,ec,SA,34.0
Shape of You,Ed Sheeran,20053,2017-04-14,ec,SA,35.0
Shape of You,Ed Sheeran,19827,2017-04-15,ec,SA,35.0
Shape of You,Ed Sheeran,18645,2017-04-16,ec,SA,34.0
Shape of You,Ed Sheeran,20437,2017-04-17,ec,SA,34.0
Shape of You,Ed Sheeran,20443,2017-04-18,ec,SA,34.0
Shape of You,Ed Sheeran,20131,2017-04-19,ec,SA,34.0
Shape of You,Ed Sheeran,19922,2017-04-20,ec,SA,34.0
Shape of You,Ed Sheeran,20477,2017-04-21,ec,SA,35.0
Shape of You,Ed Sheeran,21433,2017-04-22,ec,SA,34.0
Shape of You,Ed Sheeran,18879,2017-04-23,ec,SA,34.0
Shape of You,Ed Sheeran,18728,2017-04-24,ec,SA,34.0
Shape of You,Ed Sheeran,19382,2017-04-25,ec,SA,34.0
Shape of You,Ed Sheeran,19528,2017-04-26,ec,SA,34.0
Shape of You,Ed Sheeran,19935,2017-04-27,ec,SA,34.0
Shape of You,Ed Sheeran,19708,2017-04-28,ec,SA,35.0
Shape of You,Ed Sheeran,21425,2017-04-29,ec,SA,34.0
Shape of You,Ed Sheeran,19039,2017-04-30,ec,SA,34.0
Shape of You,Ed Sheeran,20001,2017-05-01,ec,SA,34.0
Shape of You,Ed Sheeran,18169,2017-05-02,ec,SA,34.0
Shape of You,Ed Sheeran,18965,2017-05-03,ec,SA,34.0
Shape of You,Ed Sheeran,19294,2017-05-04,ec,SA,34.0
Shape of You,Ed Sheeran,19849,2017-05-05,ec,SA,34.0
Shape of You,Ed Sheeran,21154,2017-05-06,ec,SA,34.0
Shape of You,Ed Sheeran,19211,2017-05-07,ec,SA,34.0
Shape of You,Ed Sheeran,18157,2017-05-08,ec,SA,34.0
Shape of You,Ed Sheeran,18976,2017-05-09,ec,SA,34.0
Shape of You,Ed Sheeran,18062,2017-05-10,ec,SA,34.0
Shape of You,Ed Sheeran,18377,2017-05-11,ec,SA,34.0
Shape of You,Ed Sheeran,19814,2017-05-12,ec,SA,34.0
Shape of You,Ed Sheeran,20817,2017-05-13,ec,SA,34.0
Shape of You,Ed Sheeran,17613,2017-05-14,ec,SA,34.0
Shape of You,Ed Sheeran,17550,2017-05-15,ec,SA,34.0
Shape of You,Ed Sheeran,18703,2017-05-16,ec,SA,34.0
Shape of You,Ed Sheeran,18660,2017-05-17,ec,SA,34.0
Shape of You,Ed Sheeran,18677,2017-05-18,ec,SA,34.0
Shape of You,Ed Sheeran,19443,2017-05-19,ec,SA,34.0
Shape of You,Ed Sheeran,20303,2017-05-20,ec,SA,34.0
Shape of You,Ed Sheeran,17821,2017-05-21,ec,SA,35.0
Shape of You,Ed Sheeran,16592,2017-05-22,ec,SA,34.0
Shape of You,Ed Sheeran,17727,2017-05-23,ec,SA,34.0
Shape of You,Ed Sheeran,18023,2017-05-24,ec,SA,34.0
Shape of You,Ed Sheeran,19010,2017-05-25,ec,SA,34.0
Shape of You,Ed Sheeran,20773,2017-05-26,ec,SA,34.0
Shape of You,Ed Sheeran,19332,2017-05-27,ec,SA,34.0
Shape of You,Ed Sheeran,17929,2017-05-28,ec,SA,35.0
Shape of You,Ed Sheeran,17304,2017-05-29,ec,SA,34.0
Shape of You,Ed Sheeran,17641,2017-06-01,ec,SA,34.0
Shape of You,Ed Sheeran,17939,2017-06-03,ec,SA,34.0
Shape of You,Ed Sheeran,16436,2017-06-04,ec,SA,35.0
Shape of You,Ed Sheeran,15245,2017-06-05,ec,SA,35.0
Shape of You,Ed Sheeran,16255,2017-06-06,ec,SA,35.0
Shape of You,Ed Sheeran,16364,2017-06-07,ec,SA,34.0
Shape of You,Ed Sheeran,17170,2017-06-08,ec,SA,34.0
Shape of You,Ed Sheeran,17510,2017-06-09,ec,SA,34.0
Shape of You,Ed Sheeran,18349,2017-06-10,ec,SA,34.0
Shape of You,Ed Sheeran,16926,2017-06-11,ec,SA,35.0
Shape of You,Ed Sheeran,15458,2017-06-12,ec,SA,35.0
Shape of You,Ed Sheeran,15867,2017-06-13,ec,SA,35.0
Shape of You,Ed Sheeran,16090,2017-06-14,ec,SA,35.0
Shape of You,Ed Sheeran,16462,2017-06-15,ec,SA,35.0
Shape of You,Ed Sheeran,16867,2017-06-16,ec,SA,34.0
Shape of You,Ed Sheeran,18207,2017-06-17,ec,SA,35.0
Shape of You,Ed Sheeran,16244,2017-06-18,ec,SA,34.0
Shape of You,Ed Sheeran,14852,2017-06-19,ec,SA,35.0
Shape of You,Ed Sheeran,15312,2017-06-20,ec,SA,35.0
Shape of You,Ed Sheeran,15092,2017-06-21,ec,SA,35.0
Shape of You,Ed Sheeran,15503,2017-06-22,ec,SA,35.0
Shape of You,Ed Sheeran,16583,2017-06-23,ec,SA,34.0
Shape of You,Ed Sheeran,17492,2017-06-24,ec,SA,34.0
Shape of You,Ed Sheeran,14755,2017-06-25,ec,SA,35.0
Shape of You,Ed Sheeran,14327,2017-06-26,ec,SA,35.0
Shape of You,Ed Sheeran,14409,2017-06-27,ec,SA,35.0
Shape of You,Ed Sheeran,14353,2017-06-28,ec,SA,35.0
Shape of You,Ed Sheeran,14508,2017-06-29,ec,SA,35.0
Shape of You,Ed Sheeran,15463,2017-06-30,ec,SA,35.0
Shape of You,Ed Sheeran,16470,2017-07-01,ec,SA,35.0
Shape of You,Ed Sheeran,14478,2017-07-02,ec,SA,35.0
Shape of You,Ed Sheeran,13912,2017-07-03,ec,SA,35.0
Shape of You,Ed Sheeran,14340,2017-07-04,ec,SA,35.0
Shape of You,Ed Sheeran,14775,2017-07-05,ec,SA,35.0
Shape of You,Ed Sheeran,15124,2017-07-06,ec,SA,35.0
Shape of You,Ed Sheeran,15614,2017-07-07,ec,SA,35.0
Shape of You,Ed Sheeran,16709,2017-07-08,ec,SA,34.0
Shape of You,Ed Sheeran,14337,2017-07-09,ec,SA,35.0
Shape of You,Ed Sheeran,14159,2017-07-10,ec,SA,35.0
Shape of You,Ed Sheeran,14470,2017-07-11,ec,SA,35.0
Shape of You,Ed Sheeran,14321,2017-07-12,ec,SA,35.0
Shape of You,Ed Sheeran,14598,2017-07-13,ec,SA,35.0
Shape of You,Ed Sheeran,15261,2017-07-14,ec,SA,35.0
Shape of You,Ed Sheeran,16102,2017-07-15,ec,SA,35.0
Shape of You,Ed Sheeran,13867,2017-07-16,ec,SA,35.0
Shape of You,Ed Sheeran,13453,2017-07-17,ec,SA,35.0
Shape of You,Ed Sheeran,13806,2017-07-18,ec,SA,35.0
Shape of You,Ed Sheeran,14060,2017-07-19,ec,SA,35.0
Shape of You,Ed Sheeran,14251,2017-07-20,ec,SA,35.0
Shape of You,Ed Sheeran,14663,2017-07-21,ec,SA,35.0
Shape of You,Ed Sheeran,14825,2017-07-22,ec,SA,35.0
Shape of You,Ed Sheeran,13562,2017-07-23,ec,SA,35.0
Shape of You,Ed Sheeran,12903,2017-07-24,ec,SA,35.0
Shape of You,Ed Sheeran,12647,2017-07-25,ec,SA,35.0
Shape of You,Ed Sheeran,12507,2017-07-26,ec,SA,35.0
Shape of You,Ed Sheeran,12874,2017-07-27,ec,SA,35.0
Shape of You,Ed Sheeran,13423,2017-07-28,ec,SA,35.0
Shape of You,Ed Sheeran,13758,2017-07-29,ec,SA,35.0
Shape of You,Ed Sheeran,11963,2017-07-30,ec,SA,35.0
Shape of You,Ed Sheeran,11901,2017-07-31,ec,SA,36.0
Shape of You,Ed Sheeran,12032,2017-08-01,ec,SA,35.0
Shape of You,Ed Sheeran,12079,2017-08-02,ec,SA,35.0
Shape of You,Ed Sheeran,12308,2017-08-03,ec,SA,35.0
Shape of You,Ed Sheeran,13134,2017-08-04,ec,SA,35.0
Shape of You,Ed Sheeran,13058,2017-08-05,ec,SA,35.0
Shape of You,Ed Sheeran,11487,2017-08-06,ec,SA,35.0
Shape of You,Ed Sheeran,11249,2017-08-07,ec,SA,36.0
Shape of You,Ed Sheeran,11649,2017-08-08,ec,SA,35.0
Shape of You,Ed Sheeran,11968,2017-08-09,ec,SA,35.0
Shape of You,Ed Sheeran,12579,2017-08-10,ec,SA,35.0
Shape of You,Ed Sheeran,13626,2017-08-11,ec,SA,35.0
Shape of You,Ed Sheeran,12286,2017-08-12,ec,SA,35.0
Shape of You,Ed Sheeran,10859,2017-08-13,ec,SA,35.0
Shape of You,Ed Sheeran,11241,2017-08-14,ec,SA,36.0
Shape of You,Ed Sheeran,11556,2017-08-15,ec,SA,35.0
Shape of You,Ed Sheeran,11432,2017-08-16,ec,SA,36.0
Shape of You,Ed Sheeran,11967,2017-08-17,ec,SA,35.0
Shape of You,Ed Sheeran,12475,2017-08-18,ec,SA,35.0
Shape of You,Ed Sheeran,12803,2017-08-19,ec,SA,35.0
Shape of You,Ed Sheeran,10720,2017-08-20,ec,SA,35.0
Shape of You,Ed Sheeran,10387,2017-08-21,ec,SA,36.0
Shape of You,Ed Sheeran,11083,2017-08-22,ec,SA,35.0
Shape of You,Ed Sheeran,11544,2017-08-23,ec,SA,35.0
Shape of You,Ed Sheeran,11731,2017-08-24,ec,SA,35.0
Shape of You,Ed Sheeran,11232,2017-08-25,ec,SA,35.0
Shape of You,Ed Sheeran,12447,2017-08-26,ec,SA,35.0
Shape of You,Ed Sheeran,10023,2017-08-27,ec,SA,35.0
Shape of You,Ed Sheeran,10341,2017-08-28,ec,SA,36.0
Shape of You,Ed Sheeran,10499,2017-08-29,ec,SA,36.0
Shape of You,Ed Sheeran,10971,2017-08-30,ec,SA,36.0
Shape of You,Ed Sheeran,11193,2017-08-31,ec,SA,35.0
Shape of You,Ed Sheeran,11159,2017-09-01,ec,SA,35.0
Shape of You,Ed Sheeran,12149,2017-09-02,ec,SA,35.0
Shape of You,Ed Sheeran,10583,2017-09-03,ec,SA,35.0
Shape of You,Ed Sheeran,10267,2017-09-04,ec,SA,36.0
Shape of You,Ed Sheeran,9568,2017-09-05,ec,SA,36.0
Shape of You,Ed Sheeran,9667,2017-09-06,ec,SA,36.0
Shape of You,Ed Sheeran,10049,2017-09-07,ec,SA,36.0
Shape of You,Ed Sheeran,10594,2017-09-08,ec,SA,35.0
Shape of You,Ed Sheeran,10668,2017-09-09,ec,SA,35.0
Shape of You,Ed Sheeran,9570,2017-09-10,ec,SA,36.0
Shape of You,Ed Sheeran,9104,2017-09-11,ec,SA,36.0
Shape of You,Ed Sheeran,9629,2017-09-12,ec,SA,36.0
Shape of You,Ed Sheeran,9459,2017-09-13,ec,SA,36.0
Shape of You,Ed Sheeran,9691,2017-09-14,ec,SA,36.0
Shape of You,Ed Sheeran,10246,2017-09-15,ec,SA,35.0
Shape of You,Ed Sheeran,10717,2017-09-16,ec,SA,35.0
Shape of You,Ed Sheeran,9552,2017-09-17,ec,SA,35.0
Shape of You,Ed Sheeran,9720,2017-09-18,ec,SA,36.0
Shape of You,Ed Sheeran,10053,2017-09-19,ec,SA,35.0
Shape of You,Ed Sheeran,9612,2017-09-20,ec,SA,36.0
Shape of You,Ed Sheeran,9700,2017-09-21,ec,SA,35.0
Shape of You,Ed Sheeran,10086,2017-09-22,ec,SA,35.0
Shape of You,Ed Sheeran,9989,2017-09-23,ec,SA,35.0
Shape of You,Ed Sheeran,9254,2017-09-24,ec,SA,36.0
Shape of You,Ed Sheeran,8872,2017-09-25,ec,SA,36.0
Shape of You,Ed Sheeran,8886,2017-09-26,ec,SA,35.0
Shape of You,Ed Sheeran,8985,2017-09-27,ec,SA,36.0
Shape of You,Ed Sheeran,8992,2017-09-28,ec,SA,36.0
Shape of You,Ed Sheeran,9258,2017-09-29,ec,SA,35.0
Shape of You,Ed Sheeran,9444,2017-09-30,ec,SA,35.0
Shape of You,Ed Sheeran,8665,2017-10-01,ec,SA,35.0
Shape of You,Ed Sheeran,8384,2017-10-02,ec,SA,36.0
Shape of You,Ed Sheeran,8473,2017-10-03,ec,SA,36.0
Shape of You,Ed Sheeran,8618,2017-10-04,ec,SA,36.0
Shape of You,Ed Sheeran,8736,2017-10-05,ec,SA,35.0
Shape of You,Ed Sheeran,8683,2017-10-06,ec,SA,36.0
Shape of You,Ed Sheeran,9418,2017-10-07,ec,SA,35.0
Shape of You,Ed Sheeran,8511,2017-10-08,ec,SA,36.0
Shape of You,Ed Sheeran,8662,2017-10-09,ec,SA,36.0
Shape of You,Ed Sheeran,7608,2017-10-10,ec,SA,38.0
Shape of You,Ed Sheeran,7714,2017-10-11,ec,SA,37.0
Shape of You,Ed Sheeran,8294,2017-10-12,ec,SA,36.0
Shape of You,Ed Sheeran,8693,2017-10-13,ec,SA,37.0
Shape of You,Ed Sheeran,9048,2017-10-14,ec,SA,36.0
Shape of You,Ed Sheeran,8051,2017-10-15,ec,SA,35.0
Shape of You,Ed Sheeran,7582,2017-10-16,ec,SA,36.0
Shape of You,Ed Sheeran,8222,2017-10-17,ec,SA,36.0
Shape of You,Ed Sheeran,8336,2017-10-18,ec,SA,36.0
Shape of You,Ed Sheeran,8263,2017-10-19,ec,SA,36.0
Shape of You,Ed Sheeran,8558,2017-10-20,ec,SA,36.0
Shape of You,Ed Sheeran,8756,2017-10-21,ec,SA,36.0
Shape of You,Ed Sheeran,7909,2017-10-22,ec,SA,36.0
Shape of You,Ed Sheeran,7669,2017-10-23,ec,SA,36.0
Shape of You,Ed Sheeran,7944,2017-10-24,ec,SA,36.0
Shape of You,Ed Sheeran,7921,2017-10-25,ec,SA,37.0
Shape of You,Ed Sheeran,8027,2017-10-26,ec,SA,36.0
Shape of You,Ed Sheeran,8364,2017-10-27,ec,SA,36.0
Shape of You,Ed Sheeran,8306,2017-10-28,ec,SA,36.0
Shape of You,Ed Sheeran,7645,2017-10-29,ec,SA,36.0
Shape of You,Ed Sheeran,7289,2017-10-30,ec,SA,37.0
Shape of You,Ed Sheeran,7653,2017-10-31,ec,SA,37.0
Shape of You,Ed Sheeran,7876,2017-11-01,ec,SA,36.0
Shape of You,Ed Sheeran,8717,2017-11-02,ec,SA,35.0
Shape of You,Ed Sheeran,8120,2017-11-03,ec,SA,37.0
Shape of You,Ed Sheeran,7896,2017-11-04,ec,SA,37.0
Shape of You,Ed Sheeran,7923,2017-11-05,ec,SA,36.0
Shape of You,Ed Sheeran,7542,2017-11-06,ec,SA,36.0
Shape of You,Ed Sheeran,7592,2017-11-07,ec,SA,36.0
Shape of You,Ed Sheeran,7732,2017-11-08,ec,SA,36.0
Shape of You,Ed Sheeran,7664,2017-11-09,ec,SA,36.0
Shape of You,Ed Sheeran,8305,2017-11-10,ec,SA,36.0
Shape of You,Ed Sheeran,8511,2017-11-11,ec,SA,36.0
Shape of You,Ed Sheeran,7789,2017-11-12,ec,SA,36.0
Shape of You,Ed Sheeran,7330,2017-11-13,ec,SA,36.0
Shape of You,Ed Sheeran,7701,2017-11-14,ec,SA,36.0
Shape of You,Ed Sheeran,7979,2017-11-15,ec,SA,36.0
Shape of You,Ed Sheeran,7876,2017-11-16,ec,SA,36.0
Shape of You,Ed Sheeran,8130,2017-11-17,ec,SA,37.0
Shape of You,Ed Sheeran,8699,2017-11-18,ec,SA,35.0
Shape of You,Ed Sheeran,7650,2017-11-19,ec,SA,36.0
Shape of You,Ed Sheeran,7405,2017-11-20,ec,SA,36.0
Shape of You,Ed Sheeran,7700,2017-11-21,ec,SA,36.0
Shape of You,Ed Sheeran,7812,2017-11-22,ec,SA,36.0
Shape of You,Ed Sheeran,7999,2017-11-23,ec,SA,36.0
Shape of You,Ed Sheeran,8127,2017-11-24,ec,SA,37.0
Shape of You,Ed Sheeran,8497,2017-11-25,ec,SA,36.0
Shape of You,Ed Sheeran,7845,2017-11-26,ec,SA,36.0
Shape of You,Ed Sheeran,7507,2017-11-27,ec,SA,36.0
Shape of You,Ed Sheeran,7687,2017-11-28,ec,SA,36.0
Shape of You,Ed Sheeran,8118,2017-11-29,ec,SA,36.0
Shape of You,Ed Sheeran,8387,2017-11-30,ec,SA,36.0
Shape of You,Ed Sheeran,8439,2017-12-01,ec,SA,35.0
Shape of You,Ed Sheeran,8668,2017-12-02,ec,SA,35.0
Shape of You,Ed Sheeran,7667,2017-12-03,ec,SA,36.0
Shape of You,Ed Sheeran,7375,2017-12-04,ec,SA,36.0
Shape of You,Ed Sheeran,8303,2017-12-05,ec,SA,36.0
Shape of You,Ed Sheeran,8604,2017-12-06,ec,SA,36.0
Shape of You,Ed Sheeran,9405,2017-12-07,ec,SA,36.0
Shape of You,Ed Sheeran,9948,2017-12-08,ec,SA,35.0
Shape of You,Ed Sheeran,9504,2017-12-09,ec,SA,36.0
Shape of You,Ed Sheeran,9003,2017-12-10,ec,SA,36.0
Shape of You,Ed Sheeran,8167,2017-12-11,ec,SA,36.0
Shape of You,Ed Sheeran,8193,2017-12-12,ec,SA,36.0
Shape of You,Ed Sheeran,8550,2017-12-13,ec,SA,36.0
Shape of You,Ed Sheeran,8648,2017-12-14,ec,SA,36.0
Shape of You,Ed Sheeran,8903,2017-12-15,ec,SA,36.0
Shape of You,Ed Sheeran,9409,2017-12-16,ec,SA,35.0
Shape of You,Ed Sheeran,8138,2017-12-17,ec,SA,36.0
Shape of You,Ed Sheeran,7850,2017-12-18,ec,SA,36.0
Shape of You,Ed Sheeran,8212,2017-12-19,ec,SA,36.0
Shape of You,Ed Sheeran,8414,2017-12-20,ec,SA,36.0
Shape of You,Ed Sheeran,8714,2017-12-21,ec,SA,36.0
Shape of You,Ed Sheeran,8910,2017-12-22,ec,SA,36.0
Shape of You,Ed Sheeran,8725,2017-12-23,ec,SA,36.0
Shape of You,Ed Sheeran,8212,2017-12-24,ec,SA,34.0
Shape of You,Ed Sheeran,7251,2017-12-25,ec,SA,35.0
Shape of You,Ed Sheeran,7716,2017-12-26,ec,SA,36.0
Shape of You,Ed Sheeran,8395,2017-12-27,ec,SA,36.0
Shape of You,Ed Sheeran,8798,2017-12-28,ec,SA,36.0
Shape of You,Ed Sheeran,8966,2017-12-29,ec,SA,36.0
Shape of You,Ed Sheeran,8767,2017-12-30,ec,SA,37.0
Shape of You,Ed Sheeran,9425,2017-12-31,ec,SA,39.0
Shape of You,Ed Sheeran,8338,2018-01-01,ec,SA,36.0
Shape of You,Ed Sheeran,7865,2018-01-02,ec,SA,37.0
Shape of You,Ed Sheeran,7939,2018-01-03,ec,SA,37.0
Shape of You,Ed Sheeran,8096,2018-01-04,ec,SA,37.0
Shape of You,Ed Sheeran,7956,2018-01-05,ec,SA,37.0
Shape of You,Ed Sheeran,8190,2018-01-06,ec,SA,36.0
Shape of You,Ed Sheeran,7714,2018-01-07,ec,SA,36.0
Shape of You,Ed Sheeran,7615,2018-01-08,ec,SA,36.0
Shape of You,Ed Sheeran,7663,2018-01-09,ec,SA,36.0
Shape of You,Ed Sheeran,113479,2017-01-06,fr,EU,16.0
Shape of You,Ed Sheeran,155861,2017-01-07,fr,EU,13.0
Shape of You,Ed Sheeran,157738,2017-01-08,fr,EU,13.0
Shape of You,Ed Sheeran,145185,2017-01-09,fr,EU,15.0
Shape of You,Ed Sheeran,140894,2017-01-10,fr,EU,15.0
Shape of You,Ed Sheeran,159836,2017-01-11,fr,EU,15.0
Shape of You,Ed Sheeran,147887,2017-01-12,fr,EU,16.0
Shape of You,Ed Sheeran,157931,2017-01-13,fr,EU,15.0
Shape of You,Ed Sheeran,180942,2017-01-14,fr,EU,15.0
Shape of You,Ed Sheeran,163601,2017-01-15,fr,EU,15.0
Shape of You,Ed Sheeran,153826,2017-01-16,fr,EU,15.0
Shape of You,Ed Sheeran,154325,2017-01-17,fr,EU,15.0
Shape of You,Ed Sheeran,173834,2017-01-18,fr,EU,15.0
Shape of You,Ed Sheeran,164512,2017-01-19,fr,EU,15.0
Shape of You,Ed Sheeran,167625,2017-01-20,fr,EU,15.0
Shape of You,Ed Sheeran,194339,2017-01-21,fr,EU,14.0
Shape of You,Ed Sheeran,171616,2017-01-22,fr,EU,13.0
Shape of You,Ed Sheeran,163931,2017-01-23,fr,EU,16.0
Shape of You,Ed Sheeran,163880,2017-01-24,fr,EU,16.0
Shape of You,Ed Sheeran,183578,2017-01-25,fr,EU,14.0
Shape of You,Ed Sheeran,181484,2017-01-26,fr,EU,15.0
Shape of You,Ed Sheeran,190840,2017-01-27,fr,EU,15.0
Shape of You,Ed Sheeran,212480,2017-01-28,fr,EU,14.0
Shape of You,Ed Sheeran,179148,2017-01-29,fr,EU,13.0
Shape of You,Ed Sheeran,176621,2017-01-30,fr,EU,15.0
Shape of You,Ed Sheeran,178421,2017-01-31,fr,EU,15.0
Shape of You,Ed Sheeran,197967,2017-02-01,fr,EU,14.0
Shape of You,Ed Sheeran,196915,2017-02-02,fr,EU,15.0
Shape of You,Ed Sheeran,206937,2017-02-03,fr,EU,15.0
Shape of You,Ed Sheeran,226724,2017-02-04,fr,EU,13.0
Shape of You,Ed Sheeran,195623,2017-02-05,fr,EU,13.0
Shape of You,Ed Sheeran,195305,2017-02-06,fr,EU,14.0
Shape of You,Ed Sheeran,199073,2017-02-07,fr,EU,13.0
